"Name","City","Country","IATA","Latitude","Longitude"
988,Masvingo International Airport,Masvingo,Zimbabwe,MVZ,-20.055299758911133,30.859100341796875
990,Thornhill Air Base,Gwert,Zimbabwe,GWE,-19.436399459838867,29.861900329589844
991,Hwange National Park Airport,Hwange National Park,Zimbabwe,HWN,-18.62989997863769,27.020999908447266
992,Chileka International Airport,Blantyre,Malawi,BLZ,-15.679100036621094,34.9739990234375
993,Karonga Airport,Karonga,Malawi,KGJ,-9.953570365905762,33.893001556396484
994,Kasungu Airport,Kasungu,Malawi,KBQ,-13.014599800109863,33.46860122680664
995,Lilongwe International Airport,Lilongwe,Malawi,LLW,-13.7894001007,33.78099823
996,Mzuzu Airport,Mzuzu,Malawi,ZZU,-11.444700241088867,34.01179885864258
997,Moshoeshoe I International Airport,Maseru,Lesotho,MSU,-29.462299346923828,27.552499771118164
999,Ndjili International Airport,Kinshasa,Congo (Kinshasa),FIH,-4.38575,15.4446
1000,Ndolo Airport,Kinshasa,Congo (Kinshasa),NLO,-4.32666015625,15.327500343323
1001,Muanda Airport,Muanda,Congo (Kinshasa),MNB,-5.9308600425720215,12.351799964904783
1003,Bandundu Airport,Bandoundu,Congo (Kinshasa),FDU,-3.3113200664520264,17.38170051574707
1004,Kikwit Airport,Kikwit,Congo (Kinshasa),KKW,-5.035769939422607,18.785600662231445
1005,Mbandaka Airport,Mbandaka,Congo (Kinshasa),MDK,0.0226000007242,18.2887001038
1006,Gbadolite Airport,Gbadolite,Congo (Kinshasa),BDT,4.253210067749023,20.97529983520508
1007,Gemena Airport,Gemena,Congo (Kinshasa),GMA,3.23536992073,19.7712993622
1008,Kotakoli Airport,Kotakoli,Congo (Kinshasa),KLI,4.157639980316162,21.65089988708496
1009,Lisala Airport,Lisala,Congo (Kinshasa),LIQ,2.17066,21.496901
1010,Bangoka International Airport,Kisangani,Congo (Kinshasa),FKI,0.481638997793,25.3379993439
1011,Matari Airport,Isiro,Congo (Kinshasa),IRP,2.8276100158691406,27.58830070495605
1012,Bunia Airport,Bunia,Congo (Kinshasa),BUX,1.5657199621200562,30.220800399780277
1013,Buta Zega Airport,Buta Zega,Congo (Kinshasa),BZU,2.818350076675415,24.793699264526367
1014,Bukavu Kavumu Airport,Bukavu/kavumu,Congo (Kinshasa),BKY,-2.3089799880981445,28.808799743652344
1015,Goma International Airport,Goma,Congo (Kinshasa),GOM,-1.670809984207153,29.238500595092773
1016,Kindu Airport,Kindu,Congo (Kinshasa),KND,-2.91917991638,25.9153995514
1017,Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),FBM,-11.5913000107,27.5308990479
1018,Kolwezi Airport,Kolwezi,Congo (Kinshasa),KWZ,-10.765899658203123,25.505699157714844
1019,Kalemie Airport,Kalemie,Congo (Kinshasa),FMI,-5.8755598068237305,29.25
1020,Kamina Base Airport,Kamina Base,Congo (Kinshasa),KMN,-8.642020225524902,25.252899169921875
1021,Kananga Airport,Kananga,Congo (Kinshasa),KGA,-5.90005016327,22.4692001343
1022,Mbuji Mayi Airport,Mbuji-mayi,Congo (Kinshasa),MJM,-6.121240139010001,23.5690002441
1023,Modibo Keita International Airport,Bamako,Mali,BKO,12.5335,-7.94994
1024,Gao Airport,Gao,Mali,GAQ,16.24839973449707,-0.0054560001008212
1025,Kayes Dag Dag Airport,Kayes,Mali,KYS,14.481200218200684,-11.404399871826172
1026,Mopti Airport,Mopti,Mali,MZI,14.5128002167,-4.07955980301
1027,Timbuktu Airport,Tombouctou,Mali,TOM,16.730499267578125,-3.007580041885376
1029,Banjul International Airport,Banjul,Gambia,BJL,13.338000297546388,-16.65220069885254
1030,Fuerteventura Airport,Fuerteventura,Spain,FUE,28.452699661254883,-13.863800048828123
1031,Hierro Airport,Hierro,Spain,VDE,27.81480026245117,-17.887100219726562
1032,La Palma Airport,Santa Cruz De La Palma,Spain,SPC,28.626499,-17.7556
1033,Gran Canaria Airport,Gran Canaria,Spain,LPA,27.931900024414062,-15.38659954071045
1034,Lanzarote Airport,Arrecife,Spain,ACE,28.945499,-13.6052
1035,Tenerife South Airport,Tenerife,Spain,TFS,28.044500351,-16.5725002289
1036,Tenerife Norte Airport,Tenerife,Spain,TFN,28.4827003479,-16.3414993286
1037,Melilla Airport,Melilla,Spain,MLN,35.279800415,-2.9562599659
1038,Lungi International Airport,Freetown,Sierra Leone,FNA,8.61644,-13.1955
1040,Spriggs Payne Airport,Monrovia,Liberia,MLW,6.289060115814209,-10.758700370788574
1041,Roberts International Airport,Monrovia,Liberia,ROB,6.23379,-10.3623
1042,Al Massira Airport,Agadir,Morocco,AGA,30.325000762939453,-9.41306972503662
1043,Tan Tan Airport,Tan Tan,Morocco,TTA,28.44820022583008,-11.161299705505373
1044,Saïss Airport,Fes,Morocco,FEZ,33.9272994995,-4.977960109709999
1046,Moulay Ali Cherif Airport,Er-rachidia,Morocco,ERH,31.9475002289,-4.39833021164
1047,Bassatine Airport,Meknes,Morocco,MEK,33.87910079956055,-5.515120029449463
1048,Angads Airport,Oujda,Morocco,OUD,34.787200927734375,-1.92399001121521
1049,Ben Slimane Airport,Ben Slimane,Morocco,GMD,33.655399,-7.22145
1050,Rabat-Salé Airport,Rabat,Morocco,RBA,34.051498,-6.75152
1051,Mohammed V International Airport,Casablanca,Morocco,CMN,33.36750030517578,-7.589970111846924
1052,Menara Airport,Marrakech,Morocco,RAK,31.6068992615,-8.03629970551
1053,Kenitra Airport,Kentira,Morocco,NNA,34.29890060424805,-6.595880031585693
1054,Ouarzazate Airport,Ouarzazate,Morocco,OZZ,30.9391002655,-6.909430027010001
1055,Cherif Al Idrissi Airport,Al Hociema,Morocco,AHU,35.177101135253906,-3.83951997756958
1056,Saniat R'mel Airport,Tetouan,Morocco,TTU,35.594299316406,-5.320020198822
1057,Ibn Batouta Airport,Tanger,Morocco,TNG,35.726898193400004,-5.91689014435
1058,Ziguinchor Airport,Ziguinchor,Senegal,ZIG,12.5556,-16.281799
1059,Cap Skirring Airport,Cap Skiring,Senegal,CSK,12.39533,-16.748
1060,Kaolack Airport,Kaolack,Senegal,KLC,14.146900177001951,-16.051300048828125
1061,Léopold Sédar Senghor International Airport,Dakar,Senegal,DKR,14.739700317382812,-17.49020004272461
1062,Saint Louis Airport,St. Louis,Senegal,XLS,16.050800323486328,-16.463199615478516
1063,Bakel Airport,Bakel,Senegal,BXE,14.847299575805664,-12.468299865722656
1064,Kédougou Airport,Kedougou,Senegal,KGG,12.57229995727539,-12.22029972076416
1065,Tambacounda Airport,Tambacounda,Senegal,TUD,13.73680019378662,-13.65310001373291
1066,Aioun el Atrouss Airport,Aioun El Atrouss,Mauritania,AEO,16.711299896240234,-9.637880325317385
1067,Tidjikja Airport,Tidjikja,Mauritania,TIY,18.57010078430176,-11.423500061035156
1068,Kiffa Airport,Kiffa,Mauritania,KFA,16.59000015258789,-11.406200408935549
1069,Néma Airport,Nema,Mauritania,EMN,16.621999740600586,-7.3165998458862305
1070,Kaédi Airport,Kaedi,Mauritania,KED,16.159500122070312,-13.50759983062744
1071,Nouakchott–Oumtounsy International Airport,Nouakschott,Mauritania,NKC,18.31,-15.9697222
1072,Sélibaby Airport,Selibabi,Mauritania,SEY,15.179699897766112,-12.207300186157228
1073,Atar International Airport,Atar,Mauritania,ATR,20.506799697875977,-13.04319953918457
1074,Nouadhibou International Airport,Nouadhibou,Mauritania,NDB,20.9330997467041,-17.030000686645508
1076,Fria Airport,Fira,Guinea,FIG,10.350600242615,-13.569199562073
1077,Faranah Airport,Faranah,Guinea,FAA,10.0354995728,-10.7698001862
1078,Tata Airport,Labe,Guinea,LEK,11.326100349426,-12.286800384521
1079,Amílcar Cabral International Airport,Amilcar Cabral,Cape Verde,SID,16.7414,-22.9494
1080,Rabil Airport,Boa Vista,Cape Verde,BVC,16.136499404907227,-22.888900756835938
1081,Maio Airport,Maio,Cape Verde,MMO,15.15590000152588,-23.213699340820312
1082,Preguiça Airport,Sao Nocolau Island,Cape Verde,SNE,16.58839988708496,-24.28470039367676
1083,São Pedro Airport,Sao Vicente Island,Cape Verde,VXE,16.833200454711914,-25.055299758911133
1084,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,ADD,8.97789001465,38.7993011475
1086,Arba Minch Airport,Arba Minch,Ethiopia,AMH,6.0393900871276855,37.59049987792969
1087,Axum Airport,Axum,Ethiopia,AXU,14.14680004119873,38.77280044555664
1088,Bahir Dar Airport,Bahar Dar,Ethiopia,BJR,11.608099937438965,37.32160186767578
1089,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,DIR,9.624699592590332,41.85419845581055
1090,Gambella Airport,Gambella,Ethiopia,GMB,8.12876033782959,34.5630989074707
1091,Gonder Airport,Gondar,Ethiopia,GDQ,12.51990032196045,37.43399810791016
1092,Jimma Airport,Jimma,Ethiopia,JIM,7.66609001159668,36.81660079956055
1093,Lalibella Airport,Lalibella,Ethiopia,LLI,11.975000381469728,38.97999954223633
1094,Mekele Airport,Makale,Ethiopia,MQX,13.467399597167969,39.53350067138672
1095,Asosa Airport,Asosa,Ethiopia,ASO,10.018500328063965,34.586299896240234
1096,Bujumbura International Airport,Bujumbura,Burundi,BJM,-3.3240199089050293,29.318500518798828
1097,Egal International Airport,Hargeisa,Somalia,HGA,9.518170356750488,44.08879852294922
1098,Berbera Airport,Berbera,Somalia,BBO,10.389200210571287,44.94110107421875
1099,Kisimayu Airport,Kismayu,Somalia,KMU,-0.3773530125617981,42.45920181274414
1100,El Nouzha Airport,Alexandria,Egypt,ALY,31.183900833129883,29.94890022277832
1101,Abu Simbel Airport,Abu Simbel,Egypt,ABS,22.3759994507,31.611700058
1102,Cairo International Airport,Cairo,Egypt,CAI,30.12190055847168,31.40559959411621
1103,Cairo West Airport,Cairo,Egypt,CWE,30.116399765,30.9153995514
1104,Hurghada International Airport,Hurghada,Egypt,HRG,27.178300857543945,33.799400329589844
1105,El Gora Airport,El Gorah,Egypt,EGH,31.068559,34.129629
1106,Luxor International Airport,Luxor,Egypt,LXR,25.671,32.7066
1107,Mersa Matruh Airport,Mersa-matruh,Egypt,MUH,31.3253993988,27.2217006683
1108,Port Said Airport,Port Said,Egypt,PSD,31.27939987182617,32.2400016784668
1109,St Catherine International Airport,St. Catherine,Egypt,SKV,28.685300827,34.0625
1110,Aswan International Airport,Aswan,Egypt,ASW,23.9643993378,32.8199996948
1111,El Tor Airport,El-tor,Egypt,ELT,28.208999633789062,33.64550018310547
1112,Eldoret International Airport,Eldoret,Kenya,EDL,0.4044579863548279,35.23889923095703
1113,Kakamega Airport,Kakamega,Kenya,GGM,0.271342009306,34.7873001099
1114,Kisumu Airport,Kisumu,Kenya,KIS,-0.0861390009522438,34.72890090942383
1115,Kitale Airport,Kitale,Kenya,KTL,0.9719889760017396,34.95859909057617
1116,Lodwar Airport,Lodwar,Kenya,LOK,3.1219699382781982,35.608699798583984
1117,Manda Airstrip,Lamu,Kenya,LAU,-2.252419948577881,40.91310119628906
1118,Mombasa Moi International Airport,Mombasa,Kenya,MBA,-4.034830093383789,39.594200134277344
1120,Nairobi Wilson Airport,Nairobi,Kenya,WIL,-1.321720004081726,36.81480026245117
1122,Wajir Airport,Wajir,Kenya,WJR,1.73324,40.091599
1125,Ghat Airport,Ghat,Libya,GHT,25.1455993652,10.1426000595
1126,Kufra Airport,Kufra,Libya,AKF,24.178699493408203,23.31399917602539
1127,Benina International Airport,Benghazi,Libya,BEN,32.096801757799994,20.2695007324
1128,Sabha Airport,Sebha,Libya,SEB,26.98699951171875,14.47249984741211
1129,Tripoli International Airport,Tripoli,Libya,TIP,32.6635017395,13.1590003967
1130,Marsa Brega Airport,Marsa Brega,Libya,LMQ,30.37809944152832,19.576400756835938
1132,Hon Airport,Hon,Libya,HUQ,29.11009979248047,15.96560001373291
1134,Ghadames East Airport,Ghadames,Libya,LTD,30.15169906616211,9.715310096740724
1136,Gisenyi Airport,Gisenyi,Rwanda,GYI,-1.6771999597549438,29.258899688720703
1137,Kigali International Airport,Kigali,Rwanda,KGL,-1.96863,30.1395
1138,Kamembe Airport,Kamembe,Rwanda,KME,-2.462239980697632,28.907899856567383
1139,Dongola Airport,Dongola,Sudan,DOG,19.1539001465,30.4300994873
1140,Damazin Airport,Damazin,Sudan,RSS,11.7859,34.3367
1141,El Fasher Airport,El Fasher,Sudan,ELF,13.61489963531494,25.32460021972656
1142,Kassala Airport,Kassala,Sudan,KSL,15.387499809265137,36.328800201416016
1143,Kadugli Airport,Kadugli,Sudan,KDX,11.137999534600002,29.7010993958
1144,El Obeid Airport,El Obeid,Sudan,EBD,13.153200149536133,30.23270034790039
1145,Juba International Airport,Juba,South Sudan,JUB,4.87201023102,31.6011009216
1146,Malakal Airport,Malakal,Sudan,MAK,9.55897045135498,31.65220069885254
1147,Khartoum International Airport,Khartoum,Sudan,KRT,15.589500427246094,32.553199768066406
1148,Arusha Airport,Arusha,Tanzania,ARK,-3.3677899837493896,36.63330078125
1149,Julius Nyerere International Airport,Dar Es Salaam,Tanzania,DAR,-6.87811,39.202599
1150,Dodoma Airport,Dodoma,Tanzania,DOD,-6.170440196990967,35.75260162353516
1151,Iringa Airport,Iringa,Tanzania,IRI,-7.668630123138428,35.75210189819336
1152,Kilimanjaro International Airport,Kilimanjaro,Tanzania,JRO,-3.42940998077,37.0745010376
1153,Lake Manyara Airport,Lake Manyara,Tanzania,LKY,-3.376310110092163,35.81829833984375
1154,Mtwara Airport,Mtwara,Tanzania,MYW,-10.339099884033203,40.18180084228516
1155,Mwanza Airport,Mwanza,Tanzania,MWZ,-2.4444899559021,32.932701110839844
1156,Pemba Airport,Pemba,Tanzania,PMA,-5.257259845733643,39.8114013671875
1157,Tanga Airport,Tanga,Tanzania,TGT,-5.092360019683838,39.07120132446289
1158,Abeid Amani Karume International Airport,Zanzibar,Tanzania,ZNZ,-6.22202,39.224899
1159,Entebbe International Airport,Entebbe,Uganda,EBB,0.042386,32.443501
1160,Soroti Airport,Soroti,Uganda,SRT,1.7276899814605713,33.622798919677734
1161,Tirana International Airport Mother Teresa,Tirana,Albania,TIA,41.4146995544,19.7206001282
1162,Burgas Airport,Bourgas,Bulgaria,BOJ,42.56959915161133,27.515199661254883
1163,Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,GOZ,43.15140151977539,25.712900161743164
1164,Plovdiv International Airport,Plovdiv,Bulgaria,PDV,42.067799,24.8508
1165,Sofia Airport,Sofia,Bulgaria,SOF,42.69669342041016,23.411436080932617
1166,Stara Zagora Airport,Stara Zagora,Bulgaria,SZR,42.3766667,25.655
1167,Varna Airport,Varna,Bulgaria,VAR,43.232101,27.8251
1168,Larnaca International Airport,Larnaca,Cyprus,LCA,34.875099182128906,33.624900817871094
1169,Paphos International Airport,Paphos,Cyprus,PFO,34.71799850463867,32.48569869995117
1170,RAF Akrotiri,Akrotiri,Cyprus,AKT,34.590401,32.9879
1171,Dubrovnik Airport,Dubrovnik,Croatia,DBV,42.5614013671875,18.268199920654297
1173,Osijek Airport,Osijek,Croatia,OSI,45.46269989013672,18.810199737548828
1174,Pula Airport,Pula,Croatia,PUY,44.89350128173828,13.922200202941896
1176,Rijeka Airport,Rijeka,Croatia,RJK,45.21689987182617,14.570300102233888
1177,Split Airport,Split,Croatia,SPU,43.53889846801758,16.29800033569336
1179,Zagreb Airport,Zagreb,Croatia,ZAG,45.7429008484,16.0687999725
1180,Zadar Airport,Zadar,Croatia,ZAD,44.108299,15.3467
1182,Albacete-Los Llanos Airport,Albacete,Spain,ABC,38.9485015869,-1.86352002621
1183,Alicante International Airport,Alicante,Spain,ALC,38.28219985961914,-0.5581560134887695
1184,Almería International Airport,Almeria,Spain,LEI,36.84389877319336,-2.3701000213623047
1185,Asturias Airport,Aviles,Spain,OVD,43.5635986328125,-6.0346198081970215
1186,Córdoba Airport,Cordoba,Spain,ODB,37.84199905395508,-4.848879814147949
1187,Bilbao Airport,Bilbao,Spain,BIO,43.30110168457031,-2.9106099605560303
1188,Barcelona International Airport,Barcelona,Spain,BCN,41.2971,2.07846
1189,Badajoz Airport,Badajoz,Spain,BJZ,38.891300201416016,-6.8213300704956055
1190,A Coruña Airport,La Coruna,Spain,LCG,43.302101,-8.37726
1192,Girona Airport,Gerona,Spain,GRO,41.901000977,2.7605500221
1193,Federico Garcia Lorca Airport,Granada,Spain,GRX,37.18870162963867,-3.777359962463379
1195,Ibiza Airport,Ibiza,Spain,IBZ,38.8728981018,1.3731199502899998
1196,Jerez Airport,Jerez,Spain,XRY,36.74459838867188,-6.060110092163086
1197,San Javier Airport,Murcia,Spain,MJV,37.775001525878906,-0.8123890161514282
1198,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,MAD,40.471926,-3.56264
1199,Málaga Airport,Malaga,Spain,AGP,36.67490005493164,-4.499110221862793
1200,Menorca Airport,Menorca,Spain,MAH,39.86259841918945,4.218649864196777
1201,Moron Air Base,Sevilla,Spain,OZP,37.17490005493164,-5.615940093994141
1203,Pamplona Airport,Pamplona,Spain,PNA,42.77000045776367,-1.6463299989700315
1205,Reus Air Base,Reus,Spain,REU,41.14739990234375,1.1671700477600098
1206,Rota Naval Station Airport,Rota,Spain,ROZ,36.645198822,-6.34946012497
1207,Salamanca Airport,Salamanca,Spain,SLM,40.95209884643555,-5.501989841461182
1211,San Sebastian Airport,San Sebastian,Spain,EAS,43.35649871826172,-1.7906099557876587
1212,Santiago de Compostela Airport,Santiago,Spain,SCQ,42.89630126953125,-8.415140151977539
1213,Pirineus - la Seu d'Urgel Airport,Seo De Urgel,Spain,LEU,42.3386,1.40917
1214,Torrejón Airport,Madrid,Spain,TOJ,40.496700286865234,-3.4458699226379395
1215,Valencia Airport,Valencia,Spain,VLC,39.4893,-0.481625
1216,Valladolid Airport,Valladolid,Spain,VLL,41.7061004639,-4.85194015503
1218,Vitoria/Foronda Airport,Vitoria,Spain,VIT,42.8828010559082,-2.7244699001312256
1219,Vigo Airport,Vigo,Spain,VGO,42.2318000793457,-8.62677001953125
1220,Santander Airport,Santander,Spain,SDR,43.42710113525391,-3.82000994682312
1221,Zaragoza Air Base,Zaragoza,Spain,ZAZ,41.66619873046875,-1.0415500402450562
1222,Sevilla Airport,Sevilla,Spain,SVQ,37.417999267578125,-5.8931097984313965
1223,Calais-Dunkerque Airport,Calais,France,CQF,50.962100982666016,1.954759955406189
1227,Albert-Bray Airport,Albert,France,BYF,49.9715003967,2.69765996933
1228,Le Touquet-Côte d'Opale Airport,Le Tourquet,France,LTQ,50.51739883422852,1.6205899715423584
1229,Valenciennes-Denain Airport,Valenciennes,France,XVS,50.325801849365234,3.4612600803375244
1231,Agen-La Garenne Airport,Agen,France,AGF,44.17470169067383,0.5905560255050659
1233,Bordeaux-Mérignac Airport,Bordeaux,France,BOD,44.8283004761,-0.715556025505
1234,Bergerac-Roumanière Airport,Bergerac,France,EGC,44.82529830932617,0.5186110138893127
1236,Cognac-Châteaubernard (BA 709) Air Base,Cognac,France,CNG,45.65829849243164,-0.3174999952316284
1237,Poitiers-Biard Airport,Poitiers,France,PIS,46.58769989013672,0.3066659867763519
1238,Montluçon-Guéret Airport,Montlucon-gueret,France,MCU,46.222599029541016,2.363960027694702
1239,Limoges Airport,Limoges,France,LIG,45.86280059814453,1.1794400215148926
1241,Niort-Souché Airport,Niort,France,NIT,46.313477,-0.394529
1242,Toulouse-Blagnac Airport,Toulouse,France,TLS,43.629101,1.36382
1243,Pau Pyrénées Airport,Pau,France,PUF,43.380001068115234,-0.4186109900474548
1245,Tarbes-Lourdes-Pyrénées Airport,Tarbes,France,LDE,43.1786994934082,-0.0064389999024569
1246,Angoulême-Brie-Champniers Airport,Angouleme,France,ANG,45.72919845581055,0.2214560061693191
1247,Brive Souillac Airport,Brive,France,BVE,45.039722,1.485556
1248,Périgueux-Bassillac Airport,Perigueux,France,PGX,45.19810104370117,0.815555989742279
1249,Biarritz-Anglet-Bayonne Airport,Biarritz-bayonne,France,BIQ,43.4683333,-1.5311111
1250,Cahors-Lalbenque Airport,Cahors,France,ZAO,44.35139846801758,1.4752800464630127
1253,Albi-Le Séquestre Airport,Albi,France,LBI,43.91389846801758,2.1130599975585938
1254,Castres-Mazamet Airport,Castres,France,DCM,43.55630111694336,2.289180040359497
1258,Rodez-Marcillac Airport,Rodez,France,RDZ,44.407901763916016,2.4826700687408447
1261,Royan-Médis Airport,Royan,France,RYN,45.62810134887695,-0.9725000262260436
1264,Montauban Airport,Montauban,France,XMW,44.02569961547852,1.3780399560928345
1269,Rochefort-Saint-Agnant (BA 721) Airport,Rochefort,France,RCO,45.88779830932617,-0.9830560088157654
1275,Colmar-Houssen Airport,Colmar,France,CMR,48.109901428222656,7.359010219573975
1277,Dole-Tavaux Airport,Dole,France,DLE,47.042686,5.435063
1280,Aubenas-Ardèche Méridional Airport,Aubenas-vals-lanas,France,OBS,44.544203,4.372192
1281,Le Puy-Loudes Airport,Le Puy,France,LPY,45.0806999206543,3.762890100479126
1288,Metz-Nancy-Lorraine Airport,Metz,France,ETZ,48.9821014404,6.25131988525
1289,Bastia-Poretta Airport,Bastia,France,BIA,42.55270004272461,9.48373031616211
1290,Calvi-Sainte-Catherine Airport,Calvi,France,CLY,42.5244444,8.7930556
1291,Figari Sud-Corse Airport,Figari,France,FSC,41.5005989074707,9.097780227661133
1292,Ajaccio-Napoléon Bonaparte Airport,Ajaccio,France,AJA,41.92359924316406,8.8029203414917
1293,Propriano Airport,Propriano,France,PRP,41.66059875488281,8.889749526977539
1294,Solenzara (BA 126) Air Base,Solenzara,France,SOZ,41.92440032958984,9.406000137329102
1296,Auxerre-Branches Airport,Auxerre,France,AUF,47.85020065307617,3.497109889984131
1297,Chambéry-Savoie Airport,Chambery,France,CMF,45.63809967041016,5.880229949951172
1298,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,CFE,45.7867012024,3.1691699028
1299,Bourges Airport,Bourges,France,BOU,47.058101654052734,2.3702800273895264
1302,Annemasse Airport,Annemasse,France,QNJ,46.1920013428,6.268390178680001
1303,Lyon Saint-Exupéry Airport,Lyon,France,LYS,45.725556,5.081111
1305,Saint-Yan Airport,St.-yan,France,SYT,46.41249847412109,4.0132598876953125
1306,Roanne-Renaison Airport,Roanne,France,RNE,46.05830001831055,4.001389980316162
1307,Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,NCY,45.9308333,6.1063889
1308,Grenoble-Isère Airport,Grenoble,France,GNB,45.36289978027344,5.329370021820068
1310,Valence-Chabeuil Airport,Valence,France,VAF,44.9216,4.9699
1311,Vichy-Charmeil Airport,Vichy,France,VHY,46.169700622558594,3.4037399291992188
1312,Aurillac Airport,Aurillac,France,AUR,44.89139938354492,2.4219400882720947
1313,"Châteauroux-Déols ""Marcel Dassault"" Airport",Chateauroux,France,CHR,46.860278,1.721111
1314,Lyon-Bron Airport,Lyon,France,LYN,45.72719955444336,4.944270133972168
1317,Cannes-Mandelieu Airport,Cannes,France,CEQ,43.542,6.95348
1318,Saint-Étienne-Bouthéon Airport,St-Etienne,France,EBU,45.54059982299805,4.296390056610107
1320,Carcassonne Airport,Carcassonne,France,CCF,43.21599960327149,2.3063199520111084
1321,Marseille Provence Airport,Marseille,France,MRS,43.439271922,5.22142410278
1322,Nice-Côte d'Azur Airport,Nice,France,NCE,43.6584014893,7.215869903560001
1323,Orange-Caritat (BA 115) Air Base,Orange,France,XOG,44.14049911499024,4.866720199584961
1324,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan,France,PGF,42.74039840698242,2.8706700801849365
1325,Le Castellet Airport,Le Castellet,France,CTT,43.25249862670898,5.785190105438232
1327,Montpellier-Méditerranée Airport,Montpellier,France,MPL,43.57619857788086,3.96301007270813
1328,Béziers-Vias Airport,Beziers,France,BZR,43.32350158691406,3.353899955749512
1329,Avignon-Caumont Airport,Avignon,France,AVN,43.90729904174805,4.901830196380615
1332,Mende-Brenoux Airfield,Mende,France,MEN,44.502102,3.53282
1335,Paris Beauvais Tillé Airport,Beauvais,France,BVA,49.45439910888672,2.1127800941467285
1338,Évreux-Fauville (BA 105) Air Base,Evreux,France,EVX,49.02870178222656,1.219859957695007
1339,Le Havre Octeville Airport,Le Havre,France,LEH,49.53390121459961,0.0880559980869293
1340,Abbeville,Abbeville,France,XAB,50.143501,1.831891
1341,Orléans-Bricy (BA 123) Air Base,Orleans,France,ORE,47.9878005981,1.7605600357100002
1342,Châlons-Vatry Airport,Chalons,France,XCR,48.7733333333,4.206111111
1343,Rouen Airport,Rouen,France,URO,49.38420104980469,1.1748000383377075
1344,Tours-Val-de-Loire Airport,Tours,France,TUF,47.4322013855,0.727605998516
1345,Cholet Le Pontreau Airport,Cholet,France,CET,47.08209991455078,-0.8770639896392822
1346,Laval-Entrammes Airport,Laval,France,LVA,48.03139877319336,-0.7429860234260559
1348,Paris-Le Bourget Airport,Paris,France,LBG,48.96939849853516,2.441390037536621
1349,Creil Air Base,Creil,France,CSF,49.25350189208984,2.5191400051116943
1350,Charles de Gaulle International Airport,Paris,France,CDG,49.012798,2.55
1353,Toussus-le-Noble Airport,Toussous-le-noble,France,TNF,48.75189971923828,2.1061899662017822
1354,Paris-Orly Airport,Paris,France,ORY,48.7233333,2.3794444
1355,Pontoise - Cormeilles-en-Vexin Airport,Pontoise,France,POX,49.096667,2.040833
1356,Villacoublay-Vélizy (BA 107) Air Base,Villacoublay,France,VIY,48.7741667,2.1916667
1362,Nevers-Fourchambault Airport,Nevers,France,NVS,47.00260162353516,3.1133298873901367
1364,Maubeuge-Élesmes Airport,Maubeuge,France,XME,50.31050109863281,4.033120155334473
1367,Lille-Lesquin Airport,Lille,France,LIL,50.563332,3.086886
1368,Merville-Calonne Airport,Merville,France,HZB,50.61840057373047,2.642240047454834
1369,Charleville-Mézières Airport,Charleville,France,XCZ,49.78390121459961,4.647079944610596
1371,Brest Bretagne Airport,Brest,France,BES,48.447898864746094,-4.418540000915527
1372,Cherbourg-Maupertus Airport,Cherbourg,France,CER,49.65010070800781,-1.4702800512313845
1373,Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,DNR,48.58769989013672,-2.0799601078033447
1374,La Baule-Escoublac Airport,La Baule,France,LBY,47.289398193359375,-2.346390008926392
1375,Granville Airport,Granville,France,GFR,48.88309860229492,-1.564170002937317
1376,Deauville-Saint-Gatien Airport,Deauville,France,DOL,49.3652992249,0.154305994511
1377,Lorient South Brittany (Bretagne Sud) Airport,Lorient,France,LRT,47.76060104370117,-3.440000057220459
1378,La Roche-sur-Yon Airport,La Roche-sur-yon,France,EDM,46.70190048217773,-1.3786300420761108
1379,Landivisiau Air Base,Landivisiau,France,LDV,48.53030014038086,-4.151639938354492
1380,Caen-Carpiquet Airport,Caen,France,CFR,49.173301696777344,-0.449999988079071
1382,Le Mans-Arnage Airport,Le Mans,France,LME,47.94860076904297,0.2016669958829879
1383,Rennes-Saint-Jacques Airport,Rennes,France,RNS,48.0694999695,-1.73478996754
1384,Lannion-Côte de Granit Airport,Lannion,France,LAI,48.754398,-3.47166
1385,Quimper-Cornouaille Airport,Quimper,France,UIP,47.97499847412109,-4.167789936065674
1386,Nantes Atlantique Airport,Nantes,France,NTE,47.153198242200006,-1.61073005199
1387,Saint-Brieuc-Armor Airport,St.-brieuc Armor,France,SBK,48.5378,-2.85444
1388,Morlaix-Ploujean Airport,Morlaix,France,MXN,48.6031990051,-3.81577992439
1389,Vannes-Meucon Airport,Vannes,France,VNE,47.72330093383789,-2.718559980392456
1390,Saint-Nazaire-Montoir Airport,St.-nazaire,France,SNR,47.3105556,-2.1566667
1391,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,BSL,47.59,7.5291667
1393,Dijon-Bourgogne Airport,Dijon,France,DIJ,47.268902,5.09
